E03_id;E06_id_001;id;creatorType;creatorID;creator;E06_title;title;holder_IRI;library;contentType;refCode;representationType;language;publishingPlace_id;publishingPlace;publisherID;publisherType;publisher;publishingDate
E03_105019790099;E06_105019790099_001;105019790099;Person;http://example.org/base/Koch, Hans;Koch, Hans;Instantiation - Der Ochsen in Zug : Plauderei um eine alte innerschweizerische Gaststätte;Der Ochsen in Zug : Plauderei um eine alte innerschweizerische Gaststätte;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 2018;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Kalt-Zehnder;CorporateBody;Kalt-Zehnder;1959
E03_105023025099;E06_105023025099_001;105023025099;;;;Instantiation - Katalog der Stadt-Bibliothek von Zug : Sommer 1858;Katalog der Stadt-Bibliothek von Zug : Sommer 1858;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 2257;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q78058104;Person;Joh. Mich. Al. Blunschi (Druck);1858
E03_105025058099;E06_105025058099_001;105025058099;CorporateBody;https://www.wikidata.org/wiki/Q112709824;Theater- und Musikgesellschaft (Zug);Instantiation - Statuten der Theater- und Musikgesellschaft in Zug;Statuten der Theater- und Musikgesellschaft in Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 2416;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q112709824;CorporateBody;Theater- und Musikgesellschaft;1859
E03_105028145099;E06_105028145099_001;105028145099;;;;Instantiation - Der neue Bürgerspital;Der neue Bürgerspital;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 2602;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Bürgergemeinde;CorporateBody;Bürgergemeinde;1938
E03_105030658099;E06_105030658099_001;105030658099;Person;http://example.org/base/Uttinger-Ineichen, Alois;Uttinger-Ineichen, Alois;Instantiation - Der Bürgerspital in Zug : seine Entwicklung und die heutige Baufrage;Der Bürgerspital in Zug : seine Entwicklung und die heutige Baufrage;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 2803;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Uttinger-Ineichen;CorporateBody;Uttinger-Ineichen;1933
E03_105038373099;E06_105038373099_001;105038373099;Person;https://www.wikidata.org/wiki/Q60189088;Zumbach, Ernst;Instantiation - Unsere Bibliothek;Unsere Bibliothek;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBq 2592;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q60189088;Person;Zumbach;1942
E03_105045568099;E06_105045568099_001;105045568099;CorporateBody;http://example.org/base/Zug. Einwohnerrat;Zug. Einwohnerrat;Instantiation - Organisation der Stadtbibliothek Zug;Organisation der Stadtbibliothek Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBq 2689;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Einwohnerrat;CorporateBody;Einwohnerrat;1911
E03_105046354099;E06_105046354099_001;105046354099;Person;https://www.wikidata.org/wiki/Q28168561;Hegglin, Walter A.;Instantiation - City Hotel Ochsen Zug : traditionelles Gasthaus seit 500 Jahren;City Hotel Ochsen Zug : traditionelles Gasthaus seit 500 Jahren;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBf 45;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Kalt-Zehnder;CorporateBody;Kalt-Zehnder;1967
E03_105063483099;E06_105063483099_001;105063483099;;;;Instantiation - Katalog der Stadt-Bibliothek Zug;Katalog der Stadt-Bibliothek Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 2250;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Buchdruckerei Blunschi;CorporateBody;Buchdruckerei Blunschi;1910
E03_105091932099;E06_105091932099_001;105091932099;;;;Instantiation - 25 Jahre EVZ, 1967-1992 : vom Baarer Weiher auf die Hertiallmend oder vom Baarer SC zum Eissport-Verein Zug (EVZ) (Benutzung vor Ort, 4. OG (digitalisierte Filmdatei));25 Jahre EVZ, 1967-1992 : vom Baarer Weiher auf die Hertiallmend oder vom Baarer SC zum Eissport-Verein Zug (EVZ) (Benutzung vor Ort, 4. OG (digitalisierte Filmdatei));https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;TV 72;Sonstiges Material;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;1992
E03_105114727099;E06_105114727099_001;105114727099;;;;Instantiation - Katalog der Stadt-Bibliothek von Zug vom Jahre 1876 : II. Nachtrag;Katalog der Stadt-Bibliothek von Zug vom Jahre 1876 : II. Nachtrag;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 392;Buch;Deutsch;Q68144;Zug ;http://example.org/base/J. Zürcher;Person;J. Zürcher;1893
E03_105117140099;E06_105117140099_001;105117140099;;;;Instantiation - Katalog der Stadt-Bibliothek von Zug;Katalog der Stadt-Bibliothek von Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;AT 131;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q78058104;Person;Johann Michael Aloys Blunschi (Druck);1876
E03_105127787099;E06_105127787099_001;105127787099;CorporateBody;https://www.wikidata.org/wiki/Q112709824;Theater- und Musikgesellschaft (Zug);Instantiation - Statuten der Theater- und Musikgesellschaft Zug : gegründet 1808;Statuten der Theater- und Musikgesellschaft Zug : gegründet 1808;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 425;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q112709824;CorporateBody;TMGZ;1981
E03_105129075099;E06_105129075099_001;105129075099;;;;Instantiation - Statuten der Metallwaaren-Fabrik Zug;Statuten der Metallwaaren-Fabrik Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 984;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Metallwarenfabrik;CorporateBody;Metallwarenfabrik;1887
E03_105129637099;E06_105129637099_001;105129637099;;;;Instantiation - Statuten des Eissportverein Zug (EVZ);Statuten des Eissportverein Zug (EVZ);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 742;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;1982
E03_105131760099;E06_105131760099_001;105131760099;Person;http://example.org/base/Etter, Maria (u.a.);Etter, Maria (u.a.);Instantiation - Zum siebzigsten Geburtstag unseres Vaters, Bundesrat Philipp Etter : 21. Dezember 1961;Zum siebzigsten Geburtstag unseres Vaters, Bundesrat Philipp Etter : 21. Dezember 1961;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 1316;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Zürcher;CorporateBody;Zürcher;1961
E03_105139290099;E06_105139290099_001;105139290099;Person;http://example.org/base/Stadlin, Paul;Stadlin, Paul;Instantiation - Aus der Geschichte der Metallwarenfabrik Zug;Aus der Geschichte der Metallwarenfabrik Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBq 519;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Kalt-Zehnder;CorporateBody;Kalt-Zehnder;1980
E03_105144650099;E06_105144650099_001;105144650099;;;;Instantiation - Areal ehemaliges Kantonsspital Zug : städtebaulicher Studienauftrag;Areal ehemaliges Kantonsspital Zug : städtebaulicher Studienauftrag;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBq 4003;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Hochbauamt des Kantons Zug;CorporateBody;Hochbauamt des Kantons Zug;2012
E03_105148588099;E06_105148588099_001;105148588099;;;;Instantiation - EVZ 1993/94;EVZ 1993/94;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBq 1296;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Zuger Zeitung;CorporateBody;Zuger Zeitung;1993
E03_107531591099;E06_107531591099_001;107531591099;Person;http://example.org/base/Falk, Jacqueline;Falk, Jacqueline;Instantiation - Auf in den Süden! : Kunst & Kultur im alten Kantonsspital Zug;Auf in den Süden! : Kunst & Kultur im alten Kantonsspital Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Broschüre;TBq 3865;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Stelle für Kultur;CorporateBody;Stelle für Kultur;2015
E03_107569321099;E06_107569321099_001;107569321099;;;;"Instantiation - Gründungsversammlung des Vereins ""Nachbarschaft St. Oswald"" : 11. November 1983 im Kolinsaal des Hotel Ochsen";"Gründungsversammlung des Vereins ""Nachbarschaft St. Oswald"" : 11. November 1983 im Kolinsaal des Hotel Ochsen";https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Broschüre;TBq 417;Buch;Deutsch;Q68144;Zug ;;;;1983
E03_107898751099;E06_107898751099_001;107898751099;Person;https://www.wikidata.org/wiki/Q532343;Etter, Philipp;Instantiation - Das Rathaus an der Grenzmarch : freie Erzählung im Schatten des alten Zürichkriegs;Das Rathaus an der Grenzmarch : freie Erzählung im Schatten des alten Zürichkriegs;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Broschüre;TB 1715;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Offizin Zürcher;CorporateBody;Offizin Zürcher;1971
E03_107970772099;E06_107970772099_001;107970772099;Person;http://example.org/base/Thalmann, Eugen;Thalmann, Eugen;Instantiation - 50 Jahre EVZ - für ein lebendiges Zug : 1967-2017;50 Jahre EVZ - für ein lebendiges Zug : 1967-2017;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Buch;Tq 7724;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;2017
E03_108084872099;E06_108084872099_001;108084872099;;;;Instantiation - 1887-2012 - Metallwarenfabrik Zug : die Wurzeln der Metall Zug;1887-2012 - Metallwarenfabrik Zug : die Wurzeln der Metall Zug;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Buch;Tq 7533;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q113405;CorporateBody;Metall Zug;2012
E03_108209734099;E06_108209734099_001;108209734099;Person;http://example.org/base/Brändle, Johann;Brändle, Johann;Instantiation - Abriss zur Geschichte der Theater- und Musikgesellschaft Zug, gegründet im Jahr 1808;Abriss zur Geschichte der Theater- und Musikgesellschaft Zug, gegründet im Jahr 1808;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Broschüre;TBq 885;Buch;Deutsch;Q68144;Zug ;http://example.org/base/Brändle;Person;Brändle;1989
E03_ZUG00100000446;E06_ZUG00100000446_001;ZUG00100000446;CorporateBody;https://www.wikidata.org/wiki/Q662592;EVZ;Instantiation - EVZ 1974 : Pressespiegel Teil 1;EVZ 1974 : Pressespiegel Teil 1;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBq 4270;Buch;Deutsch;Q68144;Zug ;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;1975
E03_ZUG00100001357;E06_ZUG00100001357_001;ZUG00100001357;;;;Instantiation - Crypto AG: 60 years of information security solutions;Crypto AG: 60 years of information security solutions;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;AT 9814;Buch;Englisch;Q68144;Zug ;https://www.wikidata.org/wiki/Q665539;CorporateBody;Crypto AG;2012
E03_100720330099;E06_100720330099_001;100720330099;Person;https://www.wikidata.org/wiki/Q532343;Etter, Philipp;Instantiation - 1953 - Stimmrecht der Geschichte : sieben Ansprachen;1953 - Stimmrecht der Geschichte : sieben Ansprachen;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Buch;T 3716;Buch;Deutsch;Q72;Zürich ;http://example.org/base/Artemis;CorporateBody;Artemis;1953
E03_105035426099;E06_105035426099_001;105035426099;Person;https://www.wikidata.org/wiki/Q532343;Etter, Philipp;Instantiation - Niklaus von Flüe;Niklaus von Flüe;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATB 2961;Buch;Deutsch;Q72;Zürich ;http://example.org/base/Atlantis;CorporateBody;Atlantis;1938
E03_107218883099;E06_107218883099_001;107218883099;Person;https://www.wikidata.org/wiki/Q104055020;Dürrenmatt, Friedrich;Instantiation - Der Besuch der alten Dame : eine tragische Komödie, Neufassung 1980;Der Besuch der alten Dame : eine tragische Komödie, Neufassung 1980;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Buch;S 2648.5;Buch;Deutsch;Q72;Zürich ;https://www.wikidata.org/wiki/Q1226810;CorporateBody;Diogenes;1998
E03_400050632099;E06_400050632099_001;400050632099;Person;http://example.org/base/Lippuner, Sabine;Lippuner, Sabine;Instantiation - ArbeiterInnen in der Metallwarenfabrik Zug 1900-1914;ArbeiterInnen in der Metallwarenfabrik Zug 1900-1914;https://www.wikidata.org/wiki/Q14848231;Staatsarchiv Zug;Benutzung vor Ort;E 1063;Buch;Deutsch;Q72;Zürich ;http://example.org/base/Typoscript;CorporateBody;Typoscript;1995
E03_105150851099;E06_105150851099_001;105150851099;Person;https://www.wikidata.org/wiki/Q532343;Etter, Philipp;"Instantiation - ""Kinder sind des Staates grösste Schätze"" : ein Familienfest zum 70. Geburtstag von alt Bundesrat Dr. Philipp Etter (9999/99)";"""Kinder sind des Staates grösste Schätze"" : ein Familienfest zum 70. Geburtstag von alt Bundesrat Dr. Philipp Etter (9999/99)";https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;ATBf 84;Zeitschrift;Deutsch;;;;;;
E03_103831000000;E06_103831360589_001;103831000000;CorporateBody;https://www.wikidata.org/wiki/Q112709824;Theater- und Musikgesellschaft (Zug);Instantiation - Monatsprogramm - Theater Casino Zug (2016/4) (Mai-Juni);Monatsprogramm - Theater Casino Zug (2016/4) (Mai-Juni);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTf 13;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q112709824;CorporateBody;TMGZ;2016
E03_113951000000;E06_113950720498_001;113951000000;CorporateBody;https://www.wikidata.org/wiki/Q662592;EVZ;Instantiation - Eiszeit : das Magazin zum EVZ (2017/3);Eiszeit : das Magazin zum EVZ (2017/3);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTq 350;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;2017
E03_252756000000;E06_252755831856_001;252756000000;CorporateBody;https://www.wikidata.org/wiki/Q662592;EVZ;Instantiation - Eiszeit : das Magazin zum EVZ (2020/Saison 19/20 Nr. 5);Eiszeit : das Magazin zum EVZ (2020/Saison 19/20 Nr. 5);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTq 350;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;2020
E03_312018000000;E06_312017856767_001;312018000000;CorporateBody;https://www.wikidata.org/wiki/Q112709824;Theater- und Musikgesellschaft (Zug);Instantiation - Monatsprogramm - Theater Casino Zug (2016/1) (Jan-Feb);Monatsprogramm - Theater Casino Zug (2016/1) (Jan-Feb);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTf 13;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q112709824;CorporateBody;TMGZ;2016
E03_325138000000;E06_325138364147_001;325138000000;CorporateBody;https://www.wikidata.org/wiki/Q662592;EVZ;Instantiation - Eiszeit : das Magazin zum EVZ (2017/2);Eiszeit : das Magazin zum EVZ (2017/2);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTq 350;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;2017
E03_483503000000;E06_483503116421_001;483503000000;Person;http://example.org/base/Scheidegger, Ueli;Scheidegger, Ueli;Instantiation - Die neue Zuger Höhenklinik Adelheid;Die neue Zuger Höhenklinik Adelheid;https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;Benutzung vor Ort;PTq 55.1999;Artikel;Deutsch;;;;;;
E03_493053000000;E06_493053125605_001;493053000000;CorporateBody;https://www.wikidata.org/wiki/Q112709824;Theater- und Musikgesellschaft (Zug);Instantiation - Saison - Theater Casino Zug : Veranstaltungen der Theater- und Musikgesellschaft Zug (2014/2014:2015);Saison - Theater Casino Zug : Veranstaltungen der Theater- und Musikgesellschaft Zug (2014/2014:2015);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTq 278;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q112709824;CorporateBody;TMGZ;2014
E03_512731000000;E06_512731044177_001;512731000000;CorporateBody;https://www.wikidata.org/wiki/Q662592;EVZ;Instantiation - Eiszeit : das Magazin zum EVZ (2018/7);Eiszeit : das Magazin zum EVZ (2018/7);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTq 350;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;2018
E03_740237000000;E06_740236753549_001;740237000000;CorporateBody;https://www.wikidata.org/wiki/Q662592;EVZ;Instantiation - Eiszeit : das Magazin zum EVZ (2017/5);Eiszeit : das Magazin zum EVZ (2017/5);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTq 350;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;2017
E03_745461000000;E06_745460571926_001;745461000000;CorporateBody;https://www.wikidata.org/wiki/Q112709824;Theater- und Musikgesellschaft (Zug);Instantiation - Monatsprogramm - Theater Casino Zug (2016/2) (März);Monatsprogramm - Theater Casino Zug (2016/2) (März);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTf 13;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q112709824;CorporateBody;TMGZ;2016
E03_769810000000;E06_769810053336_001;769810000000;CorporateBody;https://www.wikidata.org/wiki/Q662592;EVZ;Instantiation - Eiszeit : das Magazin zum EVZ (2019/3);Eiszeit : das Magazin zum EVZ (2019/3);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTq 350;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q662592;CorporateBody;EVZ;2019
E03_781197000000;E06_781196871959_001;781197000000;CorporateBody;https://www.wikidata.org/wiki/Q112709824;Theater- und Musikgesellschaft (Zug);Instantiation - Monatsprogramm - Theater Casino Zug (2016/3) (April);Monatsprogramm - Theater Casino Zug (2016/3) (April);https://www.wikidata.org/wiki/Q856475;Bibliothek Zug;T-Periodika;PTf 13;Zeitschrift;Unbekannt;;;https://www.wikidata.org/wiki/Q112709824;CorporateBody;TMGZ;2016
